"id","Latitude","Longitude","1st_Road_Class","1st_Road_Number","2nd_Road_Class","2nd_Road_Number","Accident_Index","Accident_Severity","Carriageway_Hazards","Date","Day_of_Week","Did_Police_Officer_Attend_Scene_of_Accident","Junction_Control","Junction_Detail","LSOA_of_Accident_Location","Light_Conditions","Local_Authority_(District)","Local_Authority_(Highway)","Location_Easting_OSGR","Location_Northing_OSGR","Number_of_Casualties","Number_of_Vehicles","Pedestrian_Crossing-Human_Control","Pedestrian_Crossing-Physical_Facilities","Police_Force","Road_Surface_Conditions","Road_Type","Special_Conditions_at_Site","Speed_limit","Time","Urban_or_Rural_Area","Weather_Conditions"
2015950000549,55.959255,-3.156242,"Unclassified",0,"Unclassified",0,2015950000549,"Slight","None","09/02/2015","Monday",1,"Give way or uncontrolled","Roundabout","","Daylight","Edinburgh, City of","Edinburgh, City of",327910,674630,1,2,"None within 50 metres ","Pedestrian phase at traffic signal junction","Lothian and Borders","Dry","Single carriageway","None",30,"18:44","Urban","Fine no high winds"
2015950000558,55.952041,-3.196545,"A",8,"C",0,2015950000558,"Slight","None","06/02/2015","Friday",2,"Auto traffic signal","Crossroads","","Daylight","Edinburgh, City of","Edinburgh, City of",325380,673870,1,2,"None within 50 metres ","Pedestrian phase at traffic signal junction","Lothian and Borders","Dry","Single carriageway","None",30,"14:30","Urban","Fine no high winds"
2015950000559,55.920838,-3.132535,"Unclassified",0,,0,2015950000559,"Slight","None","09/02/2015","Monday",2,"Data missing or out of range","Not at junction or within 20 metres","","Daylight","Edinburgh, City of","Edinburgh, City of",329320,670330,1,1,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","Single carriageway","None",30,"08:55","Rural","Fine no high winds"
2015950000560,55.937759,-3.216228,"Unclassified",0,"C",0,2015950000560,"Slight","None","08/02/2015","Sunday",1,"Give way or uncontrolled","Crossroads","","Darkness - lights lit","Edinburgh, City of","Edinburgh, City of",324123,672302,1,1,"None within 50 metres ","Central refuge","Lothian and Borders","Dry","Single carriageway","None",30,"19:25","Urban","Fine no high winds"
2015950000586,55.966039,-3.189287,"B",900,"Unclassified",0,2015950000586,"Slight","None","11/02/2015","Wednesday",2,"Give way or uncontrolled","T or staggered junction","","Darkness - lights lit","Edinburgh, City of","Edinburgh, City of",325860,675420,1,1,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Wet or damp","Single carriageway","None",30,"17:30","Urban","Fine no high winds"
2015950000589,55.941909,-3.203597,"A",702,"C",0,2015950000589,"Slight","None","11/02/2015","Wednesday",1,"Auto traffic signal","T or staggered junction","","Darkness - lights lit","Edinburgh, City of","Edinburgh, City of",324920,672750,1,2,"None within 50 metres ","Pedestrian phase at traffic signal junction","Lothian and Borders","Dry","Single carriageway","None",30,"18:45","Urban","Fine no high winds"
2015950000597,55.906269,-3.13387,"A",772,"B",701,2015950000597,"Slight","None","11/02/2015","Wednesday",2,"Auto traffic signal","Crossroads","","Darkness - lights lit","Edinburgh, City of","Edinburgh, City of",329210,668710,1,1,"None within 50 metres ","Pedestrian phase at traffic signal junction","Lothian and Borders","Dry","Single carriageway","None",30,"18:00","Urban","Fine no high winds"
2015950000610,55.974941,-3.16985,"Unclassified",0,"Unclassified",0,2015950000610,"Slight","None","12/02/2015","Thursday",1,"Give way or uncontrolled","Other junction","","Daylight","Edinburgh, City of","Edinburgh, City of",327090,676390,1,2,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","One way street","None",30,"08:30","Urban","Fine no high winds"
2015950000611,55.946271,-3.216863,"A",8,"A",8,2015950000611,"Slight","None","11/02/2015","Wednesday",1,"Auto traffic signal","More than 4 arms (not roundabout)","","Daylight","Edinburgh, City of","Edinburgh, City of",324100,673250,2,1,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","Single carriageway","None",30,"15:34","Urban","Fine no high winds"
2015950000618,55.952203,-3.112151,"B",6415,,0,2015950000618,"Slight","None","12/02/2015","Thursday",1,"Data missing or out of range","Not at junction or within 20 metres","","Darkness - lights lit","Edinburgh, City of","Edinburgh, City of",330650,673800,1,1,"None within 50 metres ","Pedestrian phase at traffic signal junction","Lothian and Borders","Wet or damp","Single carriageway","None",30,"21:00","Urban","Fine no high winds"
2015950000619,55.901401,-3.164436,"A",701,,0,2015950000619,"Slight","None","09/02/2015","Monday",3,"Data missing or out of range","Not at junction or within 20 metres","","Daylight","Edinburgh, City of","Edinburgh, City of",327290,668200,1,1,"None within 50 metres ","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Lothian and Borders","Dry","Single carriageway","None",30,"14:35","Urban","Fine no high winds"
2015950000627,55.955234,-3.15388,"Unclassified",0,"A",1,2015950000627,"Slight","None","13/02/2015","Friday",1,"Give way or uncontrolled","T or staggered junction","","Daylight","Edinburgh, City of","Edinburgh, City of",328050,674180,1,2,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","Single carriageway","None",30,"15:03","Urban","Fine no high winds"
2015950000632,55.918126,-3.20062,"C",0,,0,2015950000632,"Slight","None","14/02/2015","Saturday",1,"Data missing or out of range","Not at junction or within 20 metres","","Darkness - no lighting","Edinburgh, City of","Edinburgh, City of",325060,670100,1,1,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Wet or damp","Single carriageway","None",50,"23:45","Rural","Fine no high winds"
2015950000633,55.921103,-3.379618,"Unclassified",0,"Unclassified",0,2015950000633,"Slight","None","14/02/2015","Saturday",2,"Give way or uncontrolled","T or staggered junction","","Daylight","Edinburgh, City of","Edinburgh, City of",313880,670640,1,1,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","Single carriageway","None",30,"12:30","Rural","Fine no high winds"
2015950000641,55.962277,-3.174914,"A",900,"Unclassified",0,2015950000641,"Slight","None","16/02/2015","Monday",2,"Give way or uncontrolled","Other junction","","Daylight","Edinburgh, City of","Edinburgh, City of",326750,674986,1,2,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","Single carriageway","None",30,"09:00","Urban","Fine no high winds"
2015950000644,55.925412,-3.209007,"Unclassified",0,"Unclassified",0,2015950000644,"Slight","None","16/02/2015","Monday",1,"Give way or uncontrolled","T or staggered junction","","Daylight","Edinburgh, City of","Edinburgh, City of",324550,670920,1,1,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","Single carriageway","None",30,"11:50","Urban","Fine no high winds"
2015950000645,55.945953,-3.203562,"C",0,"C",0,2015950000645,"Slight","None","16/02/2015","Monday",1,"Give way or uncontrolled","Other junction","","Daylight","Edinburgh, City of","Edinburgh, City of",324930,673200,1,1,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","One way street","None",30,"14:00","Urban","Fine no high winds"
2015950000646,55.920919,-3.143259,"Unclassified",0,"C",0,2015950000646,"Slight","None","16/02/2015","Monday",2,"Give way or uncontrolled","T or staggered junction","","Daylight","Edinburgh, City of","Edinburgh, City of",328650,670350,1,2,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","Single carriageway","None",30,"08:15","Urban","Fine no high winds"
2015950000647,55.934922,-3.246602,"C",0,"C",0,2015950000647,"Slight","None","16/02/2015","Monday",2,"Give way or uncontrolled","Roundabout","","Darkness - lights lit","Edinburgh, City of","Edinburgh, City of",322220,672020,1,1,"None within 50 metres ","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Lothian and Borders","Dry","Single carriageway","None",30,"17:50","Urban","Fine no high winds"
2015950000648,55.960272,-3.297715,"A",90,,0,2015950000648,"Slight","None","16/02/2015","Monday",1,"Data missing or out of range","Not at junction or within 20 metres","","Daylight","Edinburgh, City of","Edinburgh, City of",319080,674900,1,2,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","Single carriageway","None",40,"16:40","Urban","Fine no high winds"
2015950000649,55.963268,-3.178469,"A",900,"C",0,2015950000649,"Slight","None","14/02/2015","Saturday",2,"Give way or uncontrolled","T or staggered junction","","Darkness - lights lit","Edinburgh, City of","Edinburgh, City of",326530,675100,1,1,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","Single carriageway","None",30,"21:50","Urban","Fine no high winds"
2015950000650,55.937063,-3.31711,"Unclassified",0,,0,2015950000650,"Serious","None","14/02/2015","Saturday",1,"Data missing or out of range","Not at junction or within 20 metres","","Daylight","Edinburgh, City of","Edinburgh, City of",317820,672340,3,2,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Wet or damp","Dual carriageway","None",40,"11:55","Urban","Fine no high winds"
2015950000654,55.958678,-3.421833,"B",9080,,0,2015950000654,"Slight","None","16/02/2015","Monday",1,"Data missing or out of range","Not at junction or within 20 metres","","Daylight","Edinburgh, City of","Edinburgh, City of",311328,674875,1,2,"None within 50 metres ","Pedestrian phase at traffic signal junction","Lothian and Borders","Wet or damp","Single carriageway","None",30,"12:30","Rural","Raining no high winds"
2015950000656,55.947521,-3.194756,"Unclassified",0,,0,2015950000656,"Slight","None","18/01/2015","Sunday",2,"Data missing or out of range","Not at junction or within 20 metres","","Daylight","Edinburgh, City of","Edinburgh, City of",325483,673365,1,1,"None within 50 metres ","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Lothian and Borders","Dry","Single carriageway","None",30,"12:00","Urban","Fine no high winds"
2015950000657,55.934357,-3.16757,"Unclassified",0,,0,2015950000657,"Slight","None","31/01/2015","Saturday",1,"Data missing or out of range","Not at junction or within 20 metres","","Daylight","Edinburgh, City of","Edinburgh, City of",327156,671871,1,4,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","Single carriageway","None",30,"11:50","Urban","Fine no high winds"
2015950000689,55.94103,-3.210774,"Unclassified",0,"Unclassified",0,2015950000689,"Slight","None","12/02/2015","Thursday",2,"Give way or uncontrolled","T or staggered junction","","Daylight","Edinburgh, City of","Edinburgh, City of",324470,672660,1,1,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","One way street","None",30,"14:00","Urban","Fine no high winds"
2015950000697,55.933915,-3.11739,"A",6095,,0,2015950000697,"Slight","None","19/02/2015","Thursday",2,"Data missing or out of range","Not at junction or within 20 metres","","Daylight","Edinburgh, City of","Edinburgh, City of",330290,671770,1,2,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","Single carriageway","None",30,"11:45","Urban","Fine no high winds"
2015950000698,55.902119,-3.155021,"B",701,"Unclassified",0,2015950000698,"Serious","None","19/02/2015","Thursday",1,"Give way or uncontrolled","T or staggered junction","","Daylight","Edinburgh, City of","Edinburgh, City of",327880,668270,2,2,"None within 50 metres ","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Lothian and Borders","Dry","Single carriageway","None",30,"14:35","Urban","Fine no high winds"
2015950000701,55.955309,-3.155484,"Unclassified",0,"Unclassified",0,2015950000701,"Slight","None","19/02/2015","Thursday",1,"Auto traffic signal","Other junction","","Daylight","Edinburgh, City of","Edinburgh, City of",327950,674190,2,2,"None within 50 metres ","Pedestrian phase at traffic signal junction","Lothian and Borders","Wet or damp","Single carriageway","None",30,"17:15","Urban","Fine no high winds"
2015950000709,55.921495,-3.319302,"Motorway",8,,0,2015950000709,"Slight","None","20/02/2015","Friday",1,"Data missing or out of range","Not at junction or within 20 metres","","Daylight","Edinburgh, City of","Edinburgh, City of",317650,670610,1,2,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Wet or damp","Dual carriageway","None",70,"09:00","Rural","Fine no high winds"
2015950000711,55.987935,-3.405402,"A",90,,0,2015950000711,"Serious","None","21/02/2015","Saturday",1,"Data missing or out of range","Not at junction or within 20 metres","","Darkness - no lighting","Edinburgh, City of","Edinburgh, City of",312420,678110,1,1,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Wet or damp","Dual carriageway","None",60,"03:06","Rural","Fine no high winds"
2015950000712,55.945937,-3.223417,"A",8,"Unclassified",0,2015950000712,"Slight","None","20/02/2015","Friday",1,"Give way or uncontrolled","T or staggered junction","","Daylight","Edinburgh, City of","Edinburgh, City of",323690,673220,2,2,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Wet or damp","Single carriageway","None",30,"09:30","Urban","Fine no high winds"
2015950000713,55.96055,-3.305413,"A",90,"A",902,2015950000713,"Slight","None","20/02/2015","Friday",1,"Auto traffic signal","Crossroads","","Daylight","Edinburgh, City of","Edinburgh, City of",318600,674940,1,2,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","Single carriageway","None",40,"12:00","Urban","Fine + high winds"
2015950000714,55.92618,-3.309699,"Motorway",8,"A",720,2015950000714,"Slight","None","20/02/2015","Friday",1,"Auto traffic signal","Roundabout","","Daylight","Edinburgh, City of","Edinburgh, City of",318260,671120,1,2,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Wet or damp","Dual carriageway","None",70,"13:00","Urban","Fine no high winds"
2015950000715,55.947921,-3.213552,"Unclassified",0,"A",8,2015950000715,"Slight","None","20/02/2015","Friday",1,"Give way or uncontrolled","T or staggered junction","","Daylight","Edinburgh, City of","Edinburgh, City of",324310,673430,1,1,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","One way street","None",30,"15:50","Urban","Fine no high winds"
2015950000716,55.974452,-3.183456,"Unclassified",0,"Unclassified",0,2015950000716,"Slight","None","20/02/2015","Friday",1,"Give way or uncontrolled","Other junction","","Daylight","Edinburgh, City of","Edinburgh, City of",326240,676350,1,1,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","Single carriageway","None",30,"16:00","Urban","Fine no high winds"
2015950000717,55.914308,-3.139064,"Unclassified",0,,0,2015950000717,"Serious","None","20/02/2015","Friday",1,"Data missing or out of range","Not at junction or within 20 metres","","Daylight","Edinburgh, City of","Edinburgh, City of",328900,669610,1,1,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","Single carriageway","None",30,"17:25","Urban","Fine no high winds"
2015950000719,55.944676,-3.205444,"C",0,,0,2015950000719,"Slight","None","20/02/2015","Friday",2,"Data missing or out of range","Not at junction or within 20 metres","","Darkness - lights lit","Edinburgh, City of","Edinburgh, City of",324810,673060,1,2,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","Single carriageway","None",30,"20:10","Urban","Fine no high winds"
2015950000720,55.943883,-3.203818,"A",702,"C",0,2015950000720,"Slight","None","22/02/2015","Sunday",1,"Auto traffic signal","More than 4 arms (not roundabout)","","Darkness - lights lit","Edinburgh, City of","Edinburgh, City of",324910,672970,1,2,"None within 50 metres ","Pedestrian phase at traffic signal junction","Lothian and Borders","Dry","Single carriageway","None",30,"02:10","Urban","Fine no high winds"
2015950000723,55.91992,-3.210116,"Unclassified",0,"Unclassified",0,2015950000723,"Slight","None","17/02/2015","Tuesday",1,"Give way or uncontrolled","Roundabout","","Daylight","Edinburgh, City of","Edinburgh, City of",324470,670310,1,2,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","Single carriageway","None",30,"09:14","Urban","Fine no high winds"
2015950000724,55.907959,-3.155035,"C",0,"Unclassified",0,2015950000724,"Slight","None","22/02/2015","Sunday",1,"Give way or uncontrolled","T or staggered junction","","Daylight","Edinburgh, City of","Edinburgh, City of",327890,668920,3,3,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Wet or damp","Single carriageway","None",30,"16:09","Urban","Fine no high winds"
2015950000732,55.929663,-3.260038,"A",71,"A",71,2015950000732,"Slight","None","23/02/2015","Monday",1,"Give way or uncontrolled","Other junction","","Daylight","Edinburgh, City of","Edinburgh, City of",321370,671450,1,2,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","Single carriageway","None",30,"12:40","Urban","Fine + high winds"
2015950000734,55.919084,-3.21297,"A",702,"Unclassified",0,2015950000734,"Slight","None","06/02/2015","Friday",2,"Authorised person","Crossroads","","Daylight","Edinburgh, City of","Edinburgh, City of",324290,670220,1,2,"Control by other authorised person","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","Single carriageway","None",30,"07:10","Urban","Other"
2015950000738,55.933295,-3.106487,"A",6095,,0,2015950000738,"Slight","None","23/02/2015","Monday",1,"Data missing or out of range","Not at junction or within 20 metres","","Darkness - lights lit","Edinburgh, City of","Edinburgh, City of",330970,671690,2,1,"None within 50 metres ","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Lothian and Borders","Wet or damp","Single carriageway","None",30,"21:40","Urban","Raining + high winds"
2015950000739,55.967057,-3.249878,"Unclassified",0,"Unclassified",0,2015950000739,"Slight","None","23/02/2015","Monday",2,"Auto traffic signal","T or staggered junction","","Daylight","Edinburgh, City of","Edinburgh, City of",322080,675600,1,1,"None within 50 metres ","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Lothian and Borders","Wet or damp","Single carriageway","None",30,"16:20","Urban","Raining no high winds"
2015950000750,55.957645,-3.174454,"A",1,,0,2015950000750,"Slight","None","24/02/2015","Tuesday",1,"Data missing or out of range","Not at junction or within 20 metres","","Daylight","Edinburgh, City of","Edinburgh, City of",326770,674470,1,3,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Wet or damp","Single carriageway","None",30,"15:25","Urban","Fine + high winds"
2015950000751,55.930909,-3.252395,"Unclassified",0,"A",71,2015950000751,"Slight","None","24/02/2015","Tuesday",2,"Auto traffic signal","T or staggered junction","","Daylight","Edinburgh, City of","Edinburgh, City of",321850,671580,1,2,"None within 50 metres ","Pedestrian phase at traffic signal junction","Lothian and Borders","Wet or damp","Single carriageway","None",30,"15:35","Urban","Fine no high winds"
2015950000752,55.931914,-3.149345,"B",6095,,0,2015950000752,"Slight","None","24/02/2015","Tuesday",1,"Data missing or out of range","Not at junction or within 20 metres","","Daylight","Edinburgh, City of","Edinburgh, City of",328290,671580,2,2,"None within 50 metres ","Footbridge or subway","Lothian and Borders","Wet or damp","Single carriageway","None",30,"17:00","Urban","Raining no high winds"
2015950000757,55.894136,-3.134156,"Unclassified",0,"C",0,2015950000757,"Slight","None","25/02/2015","Wednesday",1,"Give way or uncontrolled","Roundabout","","Daylight","Edinburgh, City of","Edinburgh, City of",329170,667360,1,1,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Wet or damp","Single carriageway","None",60,"08:20","Rural","Fine no high winds"
2015950000770,55.931945,-3.274038,"C",0,"Unclassified",0,2015950000770,"Slight","None","25/02/2015","Wednesday",2,"Auto traffic signal","Crossroads","","Darkness - lights lit","Edinburgh, City of","Edinburgh, City of",320500,671720,1,2,"None within 50 metres ","Pedestrian phase at traffic signal junction","Lothian and Borders","Frost or ice","Single carriageway","None",30,"05:35","Urban","Fine no high winds"
2015950000771,55.979646,-3.240027,"Unclassified",0,,0,2015950000771,"Slight","None","25/02/2015","Wednesday",1,"Data missing or out of range","Not at junction or within 20 metres","","Daylight","Edinburgh, City of","Edinburgh, City of",322720,676990,5,3,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Wet or damp","Single carriageway","None",30,"12:00","Urban","Fine no high winds"
2015950000778,55.967435,-3.165458,"Unclassified",0,"Unclassified",0,2015950000778,"Slight","None","23/02/2015","Monday",2,"Give way or uncontrolled","Mini-roundabout","","Daylight","Edinburgh, City of","Edinburgh, City of",327350,675550,1,2,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","Single carriageway","None",30,"09:30","Urban","Fine no high winds"
2015950000782,55.943883,-3.203818,"A",702,"C",0,2015950000782,"Slight","None","26/02/2015","Thursday",1,"Auto traffic signal","Crossroads","","Daylight","Edinburgh, City of","Edinburgh, City of",324910,672970,1,1,"None within 50 metres ","Pedestrian phase at traffic signal junction","Lothian and Borders","Dry","Single carriageway","None",30,"09:00","Urban","Fine + high winds"
2015950000784,55.929653,-3.111825,"Unclassified",0,,0,2015950000784,"Serious","None","26/02/2015","Thursday",1,"Data missing or out of range","Not at junction or within 20 metres","","Daylight","Edinburgh, City of","Edinburgh, City of",330630,671290,2,1,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","Single carriageway","None",30,"16:20","Urban","Fine no high winds"
2015950000792,55.945802,-3.21893,"A",8,"Unclassified",0,2015950000792,"Slight","None","27/02/2015","Friday",1,"Give way or uncontrolled","T or staggered junction","","Daylight","Edinburgh, City of","Edinburgh, City of",323970,673200,1,1,"None within 50 metres ","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Lothian and Borders","Dry","Single carriageway","None",30,"11:50","Urban","Fine + high winds"
2015950000796,55.96855,-3.235506,"Unclassified",0,"C",0,2015950000796,"Serious","None","26/02/2015","Thursday",2,"Give way or uncontrolled","Roundabout","","Darkness - lights lit","Edinburgh, City of","Edinburgh, City of",322980,675750,1,1,"None within 50 metres ","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Lothian and Borders","Dry","Single carriageway","None",30,"21:45","Urban","Fine no high winds"
2015950000799,55.971268,-3.178071,"B",900,"Unclassified",0,2015950000799,"Serious","None","28/02/2015","Saturday",1,"Stop sign","T or staggered junction","","Darkness - lights lit","Edinburgh, City of","Edinburgh, City of",326570,675990,1,1,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Wet or damp","Single carriageway","None",30,"22:40","Urban","Raining + high winds"
2015950000800,55.928284,-3.209417,"Unclassified",0,"Unclassified",0,2015950000800,"Slight","None","27/02/2015","Friday",2,"Give way or uncontrolled","T or staggered junction","","Daylight","Edinburgh, City of","Edinburgh, City of",324530,671240,1,1,"None within 50 metres ","Pedestrian phase at traffic signal junction","Lothian and Borders","Wet or damp","Single carriageway","None",30,"11:55","Urban","Fine no high winds"
2015950000802,55.93262,-3.141042,"A",6095,"C",0,2015950000802,"Slight","None","28/02/2015","Saturday",1,"Auto traffic signal","Crossroads","","Darkness - lights lit","Edinburgh, City of","Edinburgh, City of",328810,671650,1,1,"None within 50 metres ","Pedestrian phase at traffic signal junction","Lothian and Borders","Wet or damp","Single carriageway","None",30,"18:15","Urban","Raining + high winds"
2015950000803,55.978679,-3.228938,"Unclassified",0,"Unclassified",0,2015950000803,"Slight","None","28/02/2015","Saturday",1,"Give way or uncontrolled","T or staggered junction","","Darkness - lights lit","Edinburgh, City of","Edinburgh, City of",323410,676870,1,1,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Wet or damp","Single carriageway","None",30,"22:10","Urban","Raining + high winds"
2015950000805,55.940371,-3.195384,"A",700,"C",0,2015950000805,"Slight","None","26/02/2015","Thursday",2,"Auto traffic signal","T or staggered junction","","Daylight","Edinburgh, City of","Edinburgh, City of",325430,672570,1,2,"None within 50 metres ","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Lothian and Borders","Dry","Single carriageway","None",30,"08:00","Urban","Fine no high winds"
2015950000807,55.942897,-3.203628,"A",702,"Unclassified",0,2015950000807,"Slight","None","01/03/2015","Sunday",2,"Give way or uncontrolled","T or staggered junction","","Daylight","Edinburgh, City of","Edinburgh, City of",324920,672860,1,1,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","Single carriageway","None",30,"13:00","Urban","Unknown"
2015950000812,55.942739,-3.182808,"A",7,,0,2015950000812,"Slight","None","02/03/2015","Monday",1,"Data missing or out of range","Not at junction or within 20 metres","","Daylight","Edinburgh, City of","Edinburgh, City of",326220,672820,1,1,"None within 50 metres ","Pedestrian phase at traffic signal junction","Lothian and Borders","Wet or damp","Single carriageway","None",30,"16:05","Urban","Fine + high winds"
2015950000828,55.944321,-3.109363,"A",1,,0,2015950000828,"Slight","None","23/02/2015","Monday",1,"Data missing or out of range","Not at junction or within 20 metres","","Darkness - lights lit","Edinburgh, City of","Edinburgh, City of",330810,672920,2,1,"None within 50 metres ","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Lothian and Borders","Wet or damp","Single carriageway","None",40,"18:09","Urban","Fine no high winds"
2015950000829,55.970433,-3.171476,"Unclassified",0,"A",900,2015950000829,"Slight","None","03/03/2015","Tuesday",1,"Auto traffic signal","Crossroads","","Daylight","Edinburgh, City of","Edinburgh, City of",326980,675890,1,1,"None within 50 metres ","Pedestrian phase at traffic signal junction","Lothian and Borders","Dry","Single carriageway","None",30,"14:55","Urban","Fine no high winds"
2015950000838,55.898253,-3.25614,"A",720,,0,2015950000838,"Slight","None","03/03/2015","Tuesday",2,"Data missing or out of range","Not at junction or within 20 metres","","Daylight","Edinburgh, City of","Edinburgh, City of",321550,667950,1,2,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Wet or damp","Dual carriageway","None",70,"08:00","Urban","Snowing no high winds"
2015950000852,55.920662,-3.141811,"A",68,"Unclassified",0,2015950000852,"Slight","None","05/03/2015","Thursday",2,"Auto traffic signal","Slip road","","Daylight","Edinburgh, City of","Edinburgh, City of",328740,670320,1,2,"None within 50 metres ","Pedestrian phase at traffic signal junction","Lothian and Borders","Wet or damp","Single carriageway","None",30,"08:15","Urban","Fine no high winds"
2015950000860,55.957581,-3.171729,"A",1,"C",0,2015950000860,"Slight","None","04/03/2015","Wednesday",1,"Auto traffic signal","Crossroads","","Daylight","Edinburgh, City of","Edinburgh, City of",326940,674460,1,1,"None within 50 metres ","Pedestrian phase at traffic signal junction","Lothian and Borders","Dry","Single carriageway","None",30,"19:05","Urban","Fine no high winds"
2015950000864,55.958448,-3.184409,"Unclassified",0,"Unclassified",0,2015950000864,"Slight","None","05/03/2015","Thursday",1,"Give way or uncontrolled","Other junction","","Daylight","Edinburgh, City of","Edinburgh, City of",326150,674570,1,1,"None within 50 metres ","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Lothian and Borders","Dry","Single carriageway","None",30,"15:40","Urban","Fine + high winds"
2015950000871,55.919175,-3.212813,"A",702,"Unclassified",0,2015950000871,"Serious","None","06/03/2015","Friday",1,"Auto traffic signal","Crossroads","","Daylight","Edinburgh, City of","Edinburgh, City of",324300,670230,1,2,"None within 50 metres ","Pedestrian phase at traffic signal junction","Lothian and Borders","Dry","Single carriageway","None",30,"09:25","Urban","Fine no high winds"
2015950000872,55.950246,-3.187041,"C",0,"Unclassified",0,2015950000872,"Serious","None","06/03/2015","Friday",1,"Give way or uncontrolled","Other junction","","Daylight","Edinburgh, City of","Edinburgh, City of",325970,673660,1,1,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","Single carriageway","None",30,"09:05","Urban","Fine + high winds"
2015950000873,55.966171,-3.175513,"A",900,,0,2015950000873,"Slight","None","04/03/2015","Wednesday",1,"Data missing or out of range","Not at junction or within 20 metres","","Daylight","Edinburgh, City of","Edinburgh, City of",326720,675420,1,5,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","Single carriageway","None",30,"09:20","Urban","Fine no high winds"
2015950000874,55.966183,-3.256258,"Unclassified",0,"Unclassified",0,2015950000874,"Slight","None","06/03/2015","Friday",2,"Give way or uncontrolled","T or staggered junction","","Daylight","Edinburgh, City of","Edinburgh, City of",321680,675510,1,2,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","Single carriageway","None",30,"14:05","Urban","Fine no high winds"
2015950000875,55.953423,-3.160088,"Unclassified",0,,0,2015950000875,"Slight","None","06/03/2015","Friday",2,"Data missing or out of range","Not at junction or within 20 metres","","Daylight","Edinburgh, City of","Edinburgh, City of",327659,673985,1,2,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","Single carriageway","None",20,"15:05","Urban","Fine no high winds"
