"id","Latitude","Longitude","1st_Road_Class","1st_Road_Number","2nd_Road_Class","2nd_Road_Number","Accident_Index","Accident_Severity","Carriageway_Hazards","Date","Day_of_Week","Did_Police_Officer_Attend_Scene_of_Accident","Junction_Control","Junction_Detail","LSOA_of_Accident_Location","Light_Conditions","Local_Authority_(District)","Local_Authority_(Highway)","Location_Easting_OSGR","Location_Northing_OSGR","Number_of_Casualties","Number_of_Vehicles","Pedestrian_Crossing-Human_Control","Pedestrian_Crossing-Physical_Facilities","Police_Force","Road_Surface_Conditions","Road_Type","Special_Conditions_at_Site","Speed_limit","Time","Urban_or_Rural_Area","Weather_Conditions"
2015950000003,55.899036,-3.186276,"B",701,,0,2015950000003,"Slight","None","01/01/2015","Thursday",1,"Data missing or out of range","Not at junction or within 20 metres","","Darkness - lights lit","Edinburgh, City of","Edinburgh, City of",325920,667960,1,1,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","Dual carriageway","None",40,"03:30","Rural","Fine no high winds"
2015950000004,55.954437,-3.407743,"Unclassified",0,,0,2015950000004,"Slight","None","01/01/2015","Thursday",1,"Data missing or out of range","Not at junction or within 20 metres","","Darkness - lights lit","Edinburgh, City of","Edinburgh, City of",312198,674385,1,1,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Wet or damp","Single carriageway","None",30,"02:00","Rural","Fine no high winds"
2015950000006,55.943533,-3.117026,"A",1,"A",6106,2015950000006,"Slight","None","01/01/2015","Thursday",1,"Auto traffic signal","Crossroads","","Darkness - lights lit","Edinburgh, City of","Edinburgh, City of",330330,672840,6,3,"None within 50 metres ","Pedestrian phase at traffic signal junction","Lothian and Borders","Wet or damp","Single carriageway","None",30,"04:25","Urban","Fine no high winds"
2015950000007,55.949205,-3.183166,"Unclassified",0,"C",0,2015950000007,"Slight","None","01/01/2015","Thursday",1,"Auto traffic signal","Crossroads","","Darkness - lights lit","Edinburgh, City of","Edinburgh, City of",326210,673540,2,2,"None within 50 metres ","Pedestrian phase at traffic signal junction","Lothian and Borders","Dry","Single carriageway","None",30,"02:46","Urban","Fine no high winds"
2015950000009,55.943888,-3.203338,"A",702,"C",0,2015950000009,"Serious","None","31/12/2015","Thursday",1,"Auto traffic signal","More than 4 arms (not roundabout)","","Darkness - lights lit","Edinburgh, City of","Edinburgh, City of",324940,672970,1,1,"None within 50 metres ","Pedestrian phase at traffic signal junction","Lothian and Borders","Dry","Single carriageway","None",30,"17:25","Urban","Fine no high winds"
2015950000010,55.965503,-3.270014,"Unclassified",0,"Unclassified",0,2015950000010,"Slight","None","31/12/2015","Thursday",1,"Give way or uncontrolled","T or staggered junction","","Daylight","Edinburgh, City of","Edinburgh, City of",320820,675450,1,3,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Wet or damp","Single carriageway","None",30,"10:30","Urban","Fine no high winds"
2015950000013,55.945773,-3.184983,"A",7,,0,2015950000013,"Serious","None","03/01/2015","Saturday",1,"Data missing or out of range","Not at junction or within 20 metres","","Darkness - lights lit","Edinburgh, City of","Edinburgh, City of",326090,673160,1,1,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","Single carriageway","None",30,"18:04","Urban","Fine no high winds"
2015950000016,55.959227,-3.215187,"Unclassified",0,"B",900,2015950000016,"Slight","None","31/12/2015","Thursday",2,"Give way or uncontrolled","T or staggered junction","","Darkness - lights lit","Edinburgh, City of","Edinburgh, City of",324230,674690,1,1,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Wet or damp","Single carriageway","None",30,"17:25","Urban","Unknown"
2015950000025,55.937057,-3.391232,"Unclassified",0,"Unclassified",0,2015950000025,"Slight","None","29/12/2015","Tuesday",1,"Give way or uncontrolled","Other junction","","Darkness - lights lit","Edinburgh, City of","Edinburgh, City of",313190,672430,1,2,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Wet or damp","Single carriageway","None",30,"17:00","Rural","Fine no high winds"
2015950000030,55.932337,-3.196417,"Unclassified",0,,0,2015950000030,"Slight","None","05/01/2015","Monday",1,"Data missing or out of range","Not at junction or within 20 metres","","Daylight","Edinburgh, City of","Edinburgh, City of",325350,671677,1,3,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","Single carriageway","None",20,"15:05","Urban","Fine no high winds"
2015950000040,55.966624,-3.358648,"Unclassified",0,,0,2015950000040,"Slight","None","06/01/2015","Tuesday",1,"Data missing or out of range","Not at junction or within 20 metres","","Daylight","Edinburgh, City of","Edinburgh, City of",315290,675680,2,1,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Wet or damp","Single carriageway","None",50,"15:59","Rural","Other"
2015950000041,55.975519,-3.230441,"Unclassified",0,"Unclassified",0,2015950000041,"Slight","None","06/01/2015","Tuesday",1,"Give way or uncontrolled","Roundabout","","Darkness - lights lit","Edinburgh, City of","Edinburgh, City of",323310,676520,1,2,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Wet or damp","Roundabout","None",30,"20:00","Urban","Fine no high winds"
2015950000047,55.949514,-3.206876,"A",702,,0,2015950000047,"Slight","None","06/01/2015","Tuesday",1,"Data missing or out of range","Not at junction or within 20 metres","","Darkness - lights lit","Edinburgh, City of","Edinburgh, City of",324730,673600,1,1,"None within 50 metres ","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Lothian and Borders","Wet or damp","Single carriageway","None",30,"18:00","Urban","Fine + high winds"
2015950000048,55.942526,-3.293438,"A",8,"Unclassified",0,2015950000048,"Slight","None","07/01/2015","Wednesday",2,"Give way or uncontrolled","Roundabout","","Daylight","Edinburgh, City of","Edinburgh, City of",319310,672920,1,2,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Wet or damp","Single carriageway","None",30,"14:00","Urban","Raining + high winds"
2015950000053,55.956869,-3.199096,"C",0,"Unclassified",0,2015950000053,"Slight","None","08/01/2015","Thursday",1,"Give way or uncontrolled","Crossroads","","Daylight","Edinburgh, City of","Edinburgh, City of",325230,674410,1,2,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Wet or damp","Single carriageway","None",30,"08:30","Urban","Other"
2015950000055,55.929549,-3.262435,"A",71,"Unclassified",0,2015950000055,"Serious","None","08/01/2015","Thursday",1,"Give way or uncontrolled","Crossroads","","Daylight","Edinburgh, City of","Edinburgh, City of",321220,671440,2,2,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","Dual carriageway","None",40,"08:30","Urban","Fine + high winds"
2015950000056,55.925715,-3.311123,"A",720,,0,2015950000056,"Serious","None","07/01/2015","Wednesday",1,"Data missing or out of range","Not at junction or within 20 metres","","Daylight","Edinburgh, City of","Edinburgh, City of",318170,671070,1,1,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Wet or damp","Slip road","None",50,"11:00","Urban","Fine + high winds"
2015950000057,55.924352,-3.27843,"A",71,,0,2015950000057,"Slight","None","07/01/2015","Wednesday",1,"Data missing or out of range","Not at junction or within 20 metres","","Darkness - lights lit","Edinburgh, City of","Edinburgh, City of",320210,670880,1,2,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Wet or damp","Dual carriageway","None",40,"19:30","Urban","Fine no high winds"
2015950000067,55.927556,-3.315507,"A",720,,0,2015950000067,"Slight","None","08/01/2015","Thursday",1,"Data missing or out of range","Not at junction or within 20 metres","","Darkness - lights lit","Edinburgh, City of","Edinburgh, City of",317900,671280,2,2,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Wet or damp","Dual carriageway","None",50,"17:30","Urban","Fine no high winds"
2015950000081,55.950062,-3.187516,"A",7,"C",0,2015950000081,"Slight","None","09/01/2015","Friday",1,"Auto traffic signal","Crossroads","","Daylight","Edinburgh, City of","Edinburgh, City of",325940,673640,1,1,"None within 50 metres ","Pedestrian phase at traffic signal junction","Lothian and Borders","Wet or damp","Single carriageway","None",30,"12:15","Urban","Raining no high winds"
2015950000082,55.978551,-3.23278,"C",0,,0,2015950000082,"Slight","None","09/01/2015","Friday",1,"Data missing or out of range","Not at junction or within 20 metres","","Darkness - lights lit","Edinburgh, City of","Edinburgh, City of",323170,676860,1,2,"None within 50 metres ","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Lothian and Borders","Wet or damp","Single carriageway","None",30,"15:30","Urban","Raining no high winds"
2015950000086,55.942236,-3.179111,"Unclassified",0,"Unclassified",0,2015950000086,"Slight","None","09/01/2015","Friday",1,"Give way or uncontrolled","T or staggered junction","","Darkness - lights lit","Edinburgh, City of","Edinburgh, City of",326450,672760,1,1,"None within 50 metres ","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Lothian and Borders","Wet or damp","Single carriageway","None",30,"21:26","Urban","Fine + high winds"
2015950000091,55.969703,-3.172576,"A",900,,0,2015950000091,"Slight","None","12/01/2015","Monday",1,"Data missing or out of range","Not at junction or within 20 metres","","Daylight","Edinburgh, City of","Edinburgh, City of",326910,675810,1,1,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Wet or damp","Single carriageway","None",30,"12:10","Urban","Fine no high winds"
2015950000096,55.958875,-3.223505,"B",900,"Unclassified",0,2015950000096,"Slight","None","12/01/2015","Monday",1,"Give way or uncontrolled","Crossroads","","Daylight","Edinburgh, City of","Edinburgh, City of",323710,674660,1,1,"None within 50 metres ","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Lothian and Borders","Wet or damp","Single carriageway","None",30,"15:30","Urban","Fine no high winds"
2015950000108,55.932143,-3.209857,"C",0,"Unclassified",0,2015950000108,"Serious","None","13/01/2015","Tuesday",1,"Auto traffic signal","T or staggered junction","","Daylight","Edinburgh, City of","Edinburgh, City of",324510,671670,1,1,"None within 50 metres ","Pedestrian phase at traffic signal junction","Lothian and Borders","Wet or damp","Single carriageway","None",30,"13:31","Urban","Fine no high winds"
2015950000110,55.932275,-3.259482,"Unclassified",0,"Unclassified",0,2015950000110,"Serious","None","12/01/2015","Monday",1,"Give way or uncontrolled","Roundabout","","Darkness - lights lit","Edinburgh, City of","Edinburgh, City of",321410,671740,1,1,"None within 50 metres ","Zebra","Lothian and Borders","Wet or damp","Single carriageway","None",30,"20:15","Urban","Fine no high winds"
2015950000111,55.970527,-3.180452,"B",900,,0,2015950000111,"Slight","None","13/01/2015","Tuesday",2,"Data missing or out of range","Not at junction or within 20 metres","","Daylight","Edinburgh, City of","Edinburgh, City of",326420,675910,1,2,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","Single carriageway","None",30,"17:55","Urban","Fine no high winds"
2015950000118,55.905272,-3.134801,"B",701,,0,2015950000118,"Slight","None","13/01/2015","Tuesday",2,"Data missing or out of range","Not at junction or within 20 metres","","Darkness - lights lit","Edinburgh, City of","Edinburgh, City of",329150,668600,1,2,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Snow","Single carriageway","None",30,"17:40","Urban","Snowing no high winds"
2015950000119,55.926532,-3.153187,"Unclassified",0,"Unclassified",0,2015950000119,"Serious","None","26/11/2015","Thursday",1,"Give way or uncontrolled","T or staggered junction","","Daylight","Edinburgh, City of","Edinburgh, City of",328040,670985,1,2,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","Single carriageway","None",30,"09:00","Rural","Fine no high winds"
2015950000130,55.945863,-3.221814,"A",8,"Unclassified",0,2015950000130,"Slight","None","31/12/2015","Thursday",1,"Give way or uncontrolled","T or staggered junction","","Darkness - no lighting","Edinburgh, City of","Edinburgh, City of",323790,673210,1,2,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Wet or damp","Single carriageway","None",30,"18:20","Urban","Fine no high winds"
2015950000139,55.960327,-3.30108,"A",90,"B",701,2015950000139,"Slight","None","14/01/2015","Wednesday",1,"Auto traffic signal","Other junction","","Daylight","Edinburgh, City of","Edinburgh, City of",318870,674910,1,2,"None within 50 metres ","Pedestrian phase at traffic signal junction","Lothian and Borders","Wet or damp","Single carriageway","None",40,"18:45","Urban","Fine no high winds"
2015950000146,55.970156,-3.172269,"A",900,"Unclassified",0,2015950000146,"Slight","None","15/01/2015","Thursday",1,"Give way or uncontrolled","T or staggered junction","","Daylight","Edinburgh, City of","Edinburgh, City of",326930,675860,1,1,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","Single carriageway","None",30,"11:30","Urban","Fine no high winds"
2015950000147,55.954493,-3.230414,"A",90,"Unclassified",0,2015950000147,"Serious","None","15/01/2015","Thursday",1,"Give way or uncontrolled","Roundabout","","Daylight","Edinburgh, City of","Edinburgh, City of",323270,674180,1,2,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","Single carriageway","None",30,"08:10","Urban","Fine no high winds"
2015950000159,55.943599,-3.214537,"Unclassified",0,,0,2015950000159,"Slight","None","15/01/2015","Thursday",1,"Data missing or out of range","Not at junction or within 20 metres","","Darkness - lights lit","Edinburgh, City of","Edinburgh, City of",324240,672950,1,3,"None within 50 metres ","Pedestrian phase at traffic signal junction","Lothian and Borders","Wet or damp","Dual carriageway","None",30,"16:44","Urban","Raining + high winds"
2015950000160,55.978554,-3.23246,"C",0,,0,2015950000160,"Slight","None","14/01/2015","Wednesday",1,"Data missing or out of range","Not at junction or within 20 metres","","Darkness - lights lit","Edinburgh, City of","Edinburgh, City of",323190,676860,1,2,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Wet or damp","Single carriageway","None",30,"22:40","Urban","Fine no high winds"
2015950000166,55.901677,-3.389165,"A",71,"Unclassified",0,2015950000166,"Slight","None","01/01/2015","Thursday",2,"Give way or uncontrolled","T or staggered junction","","Darkness - no lighting","Edinburgh, City of","Edinburgh, City of",313240,668490,1,1,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Wet or damp","Single carriageway","None",50,"20:50","Rural","Fine + high winds"
2015950000168,55.925637,-3.293036,"Unclassified",0,,0,2015950000168,"Slight","None","16/01/2015","Friday",1,"Data missing or out of range","Not at junction or within 20 metres","","Daylight","Edinburgh, City of","Edinburgh, City of",319300,671040,1,2,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Wet or damp","Single carriageway","None",30,"11:20","Urban","Fine + high winds"
2015950000171,55.960683,-3.258162,"Unclassified",0,"A",90,2015950000171,"Slight","None","17/01/2015","Saturday",1,"Auto traffic signal","T or staggered junction","","Darkness - lights lit","Edinburgh, City of","Edinburgh, City of",321550,674900,2,1,"None within 50 metres ","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Lothian and Borders","Frost or ice","Single carriageway","None",30,"22:50","Urban","Fine no high winds"
2015950000172,55.947456,-3.294564,"B",701,"Unclassified",0,2015950000172,"Serious","None","18/01/2015","Sunday",1,"Give way or uncontrolled","T or staggered junction","","Daylight","Edinburgh, City of","Edinburgh, City of",319250,673470,1,2,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Wet or damp","Single carriageway","None",30,"09:25","Urban","Fine no high winds"
2015950000173,55.958089,-3.184398,"A",900,"A",1,2015950000173,"Slight","None","16/01/2015","Friday",2,"Give way or uncontrolled","Roundabout","","Darkness - lights lit","Edinburgh, City of","Edinburgh, City of",326150,674530,1,2,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","Roundabout","None",30,"19:10","Urban","Fine no high winds"
2015950000177,55.957493,-3.123355,"A",1140,"A",199,2015950000177,"Slight","None","17/01/2015","Saturday",1,"Auto traffic signal","Crossroads","","Daylight","Edinburgh, City of","Edinburgh, City of",329960,674400,2,2,"None within 50 metres ","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Lothian and Borders","Frost or ice","Single carriageway","None",30,"09:55","Urban","Fine no high winds"
2015950000178,55.910872,-3.141363,"A",772,"Unclassified",0,2015950000178,"Slight","None","17/01/2015","Saturday",1,"Auto traffic signal","T or staggered junction","","Daylight","Edinburgh, City of","Edinburgh, City of",328750,669230,1,2,"None within 50 metres ","Pedestrian phase at traffic signal junction","Lothian and Borders","Wet or damp","Single carriageway","None",30,"13:24","Urban","Fine no high winds"
2015950000179,55.945151,-3.184323,"A",7,"Unclassified",0,2015950000179,"Slight","None","17/01/2015","Saturday",1,"Auto traffic signal","Crossroads","","Daylight","Edinburgh, City of","Edinburgh, City of",326130,673090,1,2,"None within 50 metres ","Pedestrian phase at traffic signal junction","Lothian and Borders","Wet or damp","Single carriageway","None",30,"11:35","Urban","Fine no high winds"
2015950000182,55.96156,-3.242492,"A",902,,0,2015950000182,"Slight","None","19/01/2015","Monday",1,"Data missing or out of range","Not at junction or within 20 metres","","Daylight","Edinburgh, City of","Edinburgh, City of",322530,674980,1,1,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","Single carriageway","None",30,"15:00","Urban","Fine no high winds"
2015950000183,55.934045,-3.239114,"Unclassified",0,"Unclassified",0,2015950000183,"Slight","None","09/01/2015","Friday",2,"Auto traffic signal","T or staggered junction","","Darkness - lights lit","Edinburgh, City of","Edinburgh, City of",322686,671914,1,2,"None within 50 metres ","Pedestrian phase at traffic signal junction","Lothian and Borders","Dry","Single carriageway","None",30,"20:00","Urban","Fine + high winds"
2015950000184,55.907441,-3.227164,"Unclassified",0,"Unclassified",0,2015950000184,"Slight","None","19/01/2015","Monday",1,"Give way or uncontrolled","T or staggered junction","","Daylight","Edinburgh, City of","Edinburgh, City of",323380,668940,1,2,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","Single carriageway","None",30,"18:00","Urban","Fine no high winds"
2015950000185,55.917375,-3.301081,"A",720,"A",71,2015950000185,"Slight","None","19/01/2015","Monday",1,"Auto traffic signal","T or staggered junction","","Daylight","Edinburgh, City of","Edinburgh, City of",318780,670130,1,2,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","Single carriageway","None",50,"07:55","Urban","Fine no high winds"
2015950000186,55.918325,-3.31569,"Unclassified",0,,0,2015950000186,"Serious","None","19/01/2015","Monday",1,"Data missing or out of range","Not at junction or within 20 metres","","Daylight","Edinburgh, City of","Edinburgh, City of",317869,670253,1,2,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","Single carriageway","None",30,"09:50","Urban","Fine no high winds"
2015950000190,55.96343,-3.253125,"Unclassified",0,,0,2015950000190,"Slight","None","19/01/2015","Monday",1,"Data missing or out of range","Not at junction or within 20 metres","","Daylight","Edinburgh, City of","Edinburgh, City of",321870,675200,1,1,"Control by school crossing patrol","Zebra","Lothian and Borders","Dry","Single carriageway","None",30,"14:45","Urban","Fine no high winds"
2015950000193,55.922137,-3.318044,"A",720,"Motorway",8,2015950000193,"Slight","None","20/01/2015","Tuesday",1,"Give way or uncontrolled","Slip road","","Daylight","Edinburgh, City of","Edinburgh, City of",317730,670680,1,1,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Wet or damp","Dual carriageway","None",50,"10:00","Rural","Fine no high winds"
2015950000194,55.956687,-3.279656,"Unclassified",0,"Unclassified",0,2015950000194,"Slight","None","20/01/2015","Tuesday",1,"Give way or uncontrolled","T or staggered junction","","Darkness - lights lit","Edinburgh, City of","Edinburgh, City of",320200,674480,1,2,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Wet or damp","Single carriageway","None",30,"07:45","Urban","Fine no high winds"
2015950000202,55.905079,-3.129468,"Unclassified",0,"Unclassified",0,2015950000202,"Serious","None","19/01/2015","Monday",2,"Give way or uncontrolled","T or staggered junction","","Daylight","Edinburgh, City of","Edinburgh, City of",329483,668573,1,2,"None within 50 metres ","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Lothian and Borders","Frost or ice","Single carriageway","None",30,"09:50","Urban","Fine no high winds"
2015950000223,55.924425,-3.253786,"Unclassified",0,"Unclassified",0,2015950000223,"Slight","None","21/01/2015","Wednesday",2,"Auto traffic signal","T or staggered junction","","Darkness - lights lit","Edinburgh, City of","Edinburgh, City of",321750,670860,1,2,"None within 50 metres ","Pedestrian phase at traffic signal junction","Lothian and Borders","Dry","Single carriageway","None",30,"07:30","Urban","Unknown"
2015950000232,55.919137,-3.13671,"A",7,"Unclassified",0,2015950000232,"Slight","None","29/11/2015","Sunday",1,"Auto traffic signal","Other junction","","Daylight","Edinburgh, City of","Edinburgh, City of",329056,670145,3,3,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Wet or damp","Single carriageway","None",40,"11:25","Urban","Raining + high winds"
2015950000233,55.952723,-3.114248,"B",6415,"C",0,2015950000233,"Slight","None","21/01/2015","Wednesday",2,"Auto traffic signal","Crossroads","","Daylight","Edinburgh, City of","Edinburgh, City of",330520,673860,1,2,"None within 50 metres ","Pedestrian phase at traffic signal junction","Lothian and Borders","Dry","Single carriageway","None",30,"16:05","Urban","Fine no high winds"
2015950000235,55.965491,-3.271135,"Unclassified",0,,0,2015950000235,"Slight","None","21/01/2015","Wednesday",2,"Data missing or out of range","Not at junction or within 20 metres","","Daylight","Edinburgh, City of","Edinburgh, City of",320750,675450,1,1,"None within 50 metres ","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Lothian and Borders","Dry","Single carriageway","None",30,"15:15","Urban","Fine no high winds"
2015950000236,55.933765,-3.114184,"A",6095,"A",6106,2015950000236,"Slight","None","22/01/2015","Thursday",1,"Auto traffic signal","Crossroads","","Daylight","Edinburgh, City of","Edinburgh, City of",330490,671750,2,2,"None within 50 metres ","Pedestrian phase at traffic signal junction","Lothian and Borders","Dry","Single carriageway","None",30,"13:00","Urban","Fine no high winds"
2015950000237,55.918825,-3.136477,"A",7,,0,2015950000237,"Slight","None","22/01/2015","Thursday",2,"Data missing or out of range","Not at junction or within 20 metres","","Darkness - lights lit","Edinburgh, City of","Edinburgh, City of",329070,670110,1,1,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Wet or damp","Single carriageway","None",30,"17:00","Urban","Fine no high winds"
2015950000242,55.904718,-3.146141,"Unclassified",0,"B",701,2015950000242,"Slight","None","23/01/2015","Friday",1,"Give way or uncontrolled","T or staggered junction","","Daylight","Edinburgh, City of","Edinburgh, City of",328440,668550,1,1,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Wet or damp","Single carriageway","None",20,"13:30","Urban","Fine no high winds"
2015950000244,55.971675,-3.173116,"Unclassified",0,"Unclassified",0,2015950000244,"Slight","None","23/01/2015","Friday",1,"Give way or uncontrolled","T or staggered junction","","Daylight","Edinburgh, City of","Edinburgh, City of",326880,676030,1,1,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Wet or damp","Single carriageway","None",30,"11:15","Urban","Fine + high winds"
2015950000246,55.972415,-3.253095,"Unclassified",0,"C",0,2015950000246,"Slight","None","23/01/2015","Friday",1,"Give way or uncontrolled","T or staggered junction","","Daylight","Edinburgh, City of","Edinburgh, City of",321890,676200,1,1,"None within 50 metres ","Zebra","Lothian and Borders","Wet or damp","Single carriageway","None",30,"15:00","Urban","Raining no high winds"
2015950000250,55.951948,-3.196862,"A",8,"C",0,2015950000250,"Slight","None","23/01/2015","Friday",2,"Auto traffic signal","Other junction","","Daylight","Edinburgh, City of","Edinburgh, City of",325360,673860,1,1,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","Unknown","None",20,"09:00","Urban","Unknown"
2015950000251,55.942295,-3.200887,"Unclassified",0,"Unclassified",0,2015950000251,"Slight","None","24/01/2015","Saturday",1,"Give way or uncontrolled","Crossroads","","Darkness - lights lit","Edinburgh, City of","Edinburgh, City of",325090,672790,1,1,"None within 50 metres ","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Lothian and Borders","Dry","Single carriageway","None",30,"17:45","Urban","Fine no high winds"
2015950000254,55.951942,-3.197502,"A",8,"Unclassified",0,2015950000254,"Slight","None","25/01/2015","Sunday",1,"Auto traffic signal","Crossroads","","Darkness - lights lit","Edinburgh, City of","Edinburgh, City of",325320,673860,1,2,"None within 50 metres ","Pedestrian phase at traffic signal junction","Lothian and Borders","Wet or damp","Single carriageway","None",30,"19:00","Urban","Raining no high winds"
2015950000255,55.939781,-3.323446,"Unclassified",0,"A",8,2015950000255,"Slight","None","25/01/2015","Sunday",1,"Auto traffic signal","Roundabout","","Darkness - lights lit","Edinburgh, City of","Edinburgh, City of",317430,672650,1,2,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Wet or damp","Roundabout","None",40,"18:00","Urban","Raining no high winds"
2015950000258,55.940575,-3.238458,"Unclassified",0,"C",0,2015950000258,"Slight","None","23/01/2015","Friday",1,"Give way or uncontrolled","Slip road","","Darkness - lights lit","Edinburgh, City of","Edinburgh, City of",322740,672640,1,2,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Snow","Single carriageway","None",30,"17:05","Urban","Raining no high winds"
2015950000259,55.93118,-3.252244,"A",71,"Unclassified",0,2015950000259,"Slight","None","21/01/2015","Wednesday",1,"Auto traffic signal","T or staggered junction","","Daylight","Edinburgh, City of","Edinburgh, City of",321860,671610,1,2,"None within 50 metres ","Pedestrian phase at traffic signal junction","Lothian and Borders","Dry","Single carriageway","None",30,"14:35","Urban","Fine no high winds"
2015950000260,55.955807,-3.21572,"Unclassified",0,"A",90,2015950000260,"Slight","None","23/01/2015","Friday",2,"Stop sign","T or staggered junction","","Darkness - lights lit","Edinburgh, City of","Edinburgh, City of",324190,674310,1,1,"None within 50 metres ","Central refuge","Lothian and Borders","Wet or damp","Single carriageway","None",30,"17:05","Urban","Unknown"
2015950000266,55.957736,-3.183746,"Unclassified",0,"Unclassified",0,2015950000266,"Slight","None","26/01/2015","Monday",1,"Give way or uncontrolled","Other junction","","Daylight","Edinburgh, City of","Edinburgh, City of",326190,674490,1,1,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","Single carriageway","None",30,"10:45","Urban","Fine no high winds"
2015950000268,55.93729,-3.234511,"A",71,"Unclassified",0,2015950000268,"Serious","None","26/01/2015","Monday",1,"Give way or uncontrolled","T or staggered junction","","Daylight","Edinburgh, City of","Edinburgh, City of",322980,672270,1,1,"None within 50 metres ","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Lothian and Borders","Dry","Single carriageway","None",30,"09:05","Urban","Fine no high winds"
2015950000270,55.929877,-3.256683,"A",71,,0,2015950000270,"Slight","None","26/01/2015","Monday",1,"Data missing or out of range","Not at junction or within 20 metres","","Daylight","Edinburgh, City of","Edinburgh, City of",321580,671470,2,2,"None within 50 metres ","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Lothian and Borders","Dry","Single carriageway","None",30,"13:50","Urban","Fine no high winds"
2015950000283,55.947697,-3.314268,"A",902,,0,2015950000283,"Slight","None","27/01/2015","Tuesday",1,"Data missing or out of range","Not at junction or within 20 metres","","Daylight","Edinburgh, City of","Edinburgh, City of",318020,673520,2,5,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","Dual carriageway","None",40,"08:15","Rural","Fine no high winds"
2015950000289,55.945507,-3.184654,"A",7,"Unclassified",0,2015950000289,"Slight","None","27/01/2015","Tuesday",2,"Auto traffic signal","Crossroads","","Darkness - lights lit","Edinburgh, City of","Edinburgh, City of",326110,673130,1,1,"None within 50 metres ","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Lothian and Borders","Dry","Single carriageway","None",30,"18:30","Urban","Fine no high winds"
